Wall time,Step,Reward,Episode_Length
1699431997,3559424,478.1646423,421.5499878
1699432018,3569664,474.48703,424.0700073
1699432023,3571712,466.994751,423.4700012
1699432031,3575808,483.5318604,427.2999878
1699432035,3577856,476.1485291,429.9599915
1699432039,3579904,463.9063416,427.4500122
1699432053,3586048,428.4543762,421.0599976
1699432062,3590144,412.6557007,410.3399963
1699432070,3594240,438.2423706,412.3299866
1699432121,3618816,441.3674927,413.5100098
1699432160,3637248,447.4219666,426.6199951
1699432185,3649536,405.8430786,424.3900146
1699432190,3651584,401.5679626,427.519989
1699432216,3663872,439.9078674,438.6799927
1699432220,3665920,428.0686646,434.0299988
1699432224,3667968,426.769104,434.5899963
1699432258,3684352,480.5915833,436.7399902
1699432288,3698688,466.5174866,429.2200012
1699432322,3715072,493.1867676,429.6799927
1699432326,3717120,472.1613159,425.1499939
1699432339,3723264,464.9038086,422.9200134
1699432369,3737600,493.6351013,420.0499878
1699432378,3741696,498.4827576,422.8999939
1699432395,3749888,461.8276672,410.6199951
1699432438,3770368,470.1653442,413.769989
1699432442,3772416,489.3415527,418.4899902
1699432455,3778560,491.8708496,417.3200073
1699432476,3788800,479.1710815,418.4100037
1699432493,3796992,474.772583,418.4200134
1699432549,3823616,447.1354675,416.9500122
1699432557,3827712,474.8531189,422.8099976
1699432561,3829760,498.0202942,429.3500061
1699432587,3842048,502.8447266,435.4700012
1699432591,3844096,496.58255,431.0599976
1699432595,3846144,492.7627258,429.769989
1699432604,3850240,487.6106873,429.5400085
1699432613,3854336,495.3557434,430.0700073
1699432664,3878912,481.583313,435.6799927
1699432702,3897344,492.0001221,449.5
1699432719,3905536,507.0116577,446.2999878
1699432740,3915776,504.3971558,441.0700073
1699432745,3917824,502.3143005,440.1400146
1699432766,3928064,501.1435242,434.7799988
1699432771,3930112,507.7146912,432.7999878
1699432792,3940352,519.0046387,439.3099976
1699432796,3942400,528.6105957,441.5
1699432822,3954688,549.5582275,448.9100037
1699432839,3962880,551.9725952,446.9400024
1699432847,3966976,551.1219482,442.5499878
1699432856,3971072,558.5440674,445.730011
1699432882,3983360,552.5700073,433.6900024
1699432894,3989504,544.8040771,431.4100037
1699432903,3993600,580.6430664,439.230011
1699432916,3999744,600.9331055,444.4899902
1699432929,4005888,606.9164429,440.230011
1699432942,4012032,598.5870361,439.7000122
1699432950,4016128,613.1367798,447.0700073
1699432980,4030464,689.050415,465.269989
1699432989,4034560,709.4562988,473.9500122
1699433040,4059136,755.223877,475.7000122
1699433044,4061184,744.5657349,477.3099976
1699433048,4063232,736.4727173,476.4299927
1699433108,4091904,655.0930786,461.1400146
1699433126,4100096,657.90625,461.3099976
1699433142,4108288,690.9822998,464.9899902
1699433147,4110336,689.944519,462.5899963
1699433160,4116480,697.8718262,465.769989
1699433164,4118528,695.8045044,463.8099976
1699433177,4124672,720.7127075,466.6799927
1699433185,4128768,724.0018311,465.2999878
1699433194,4132864,716.8220825,469.1600037
1699433216,4143104,725.0076294,475.0499878
1699433228,4149248,732.602356,473.3599854
1699433237,4153344,718.6600342,476.7200012
1699433250,4159488,737.4732666,480.7099915
1699433262,4165632,749.5675659,485.1799927
1699433276,4171776,729.8606567,487.2799988
1699433284,4175872,731.5150146,489.3500061
1699433297,4182016,762.7741089,488.9200134
1699433309,4188160,707.7713623,471.5499878
1699433314,4190208,710.5980835,471.7799988
1699433326,4196352,678.425354,467.019989
1699433379,4220928,716.5012817,475.6499939
1699433387,4225024,717.395874,473.5299988
1699433408,4235264,747.9134521,485.0700073
1699433430,4245504,796.0278931,493.9500122
1699433434,4247552,802.8132935,494.8399963
1699433438,4249600,809.7214355,495.980011
1699433447,4253696,816.9541626,493.0400085
1699433451,4255744,818.1508789,490.730011
1699433460,4259840,828.5330811,488.4500122
1699433469,4263936,814.3144531,486.8299866
1699433482,4270080,807.5716553,481.9299927
1699433486,4272128,806.2232666,484.9200134
1699433503,4280320,784.1386108,483.0100098
1699433525,4290560,795.4157715,491.4500122
1699433533,4294656,770.9777832,486.2099915
1699433563,4308992,751.7132568,486.6499939
1699433572,4313088,750.7387085,484.7999878
1699433576,4315136,743.666626,485.3800049
1699433589,4321280,720.5913086,485.0799866
1699433598,4325376,704.0214233,484.730011
1699433615,4333568,697.3419189,477.5
1699433627,4339712,685.340271,465.5799866
1699433636,4343808,705.0533447,476.3900146
1699433645,4347904,685.4138184,469.7399902
1699433649,4349952,687.6582642,472.1799927
1699433671,4360192,699.0228882,472.4500122
1699433688,4368384,727.6419678,468.5899963
1699433692,4370432,701.1360474,461.4400024
1699433697,4372480,720.2808838,467.2600098
1699433714,4380672,720.3684692,468.0400085
1699433718,4382720,706.4401245,466.230011
1699433726,4386816,733.585144,473.7399902
1699433739,4392960,748.1955566,475.2600098
1699433743,4395008,752.2630005,475.0400085
1699433748,4397056,764.8768921,475.0400085
1699433757,4401152,780.8508301,477.230011
1699433761,4403200,789.3179932,478.3099976
1699433769,4407296,783.8783569,471.6600037
1699433791,4417536,736.8405762,459.1300049
1699433795,4419584,742.3522339,459.1300049
1699433821,4431872,794.1239624,467.6199951
1699433825,4433920,804.0550537,470.1799927
1699433829,4435968,779.9919434,465.3999939
1699433847,4444160,796.567688,465.1900024
1699433855,4448256,784.5797119,461.0100098
1699433864,4452352,804.6087036,469.1099854
1699433882,4460544,848.6986084,482.2099915
1699433925,4481024,839.7678833,480
1699433933,4485120,884.0949097,486.6900024
1699433942,4489216,889.3491821,485
1699433947,4491264,887.8594971,485
1699433963,4499456,911.4013672,488.2399902
1699433972,4503552,918.7230225,491.3900146
1699433976,4505600,914.6262207,489.0400085
1699433980,4507648,902.272644,488.9100037
1699434011,4521984,929.4334717,492.5499878
1699434029,4530176,926.3718872,486.2200012
1699434041,4536320,883.0471802,487.769989
1699434084,4556800,906.0587158,487.6199951
1699434089,4558848,899.5455933,487.6199951
1699434106,4567040,915.1394653,488.8699951
1699434115,4571136,928.9129639,492.7399902
1699434128,4577280,931.2778931,494.1600037
1699434137,4581376,934.6033936,490
1699434141,4583424,945.6192017,491.2900085
1699434150,4587520,947.3629761,488.7000122
1699434154,4589568,940.9057007,485.4200134
1699434159,4591616,947.1216431,488.8900146
1699434163,4593664,949.4301758,488.9100037
1699434171,4597760,931.8104858,484.0700073
1699434180,4601856,952.9623413,488.5799866
1699434184,4603904,939.4949951,488.8699951
1699434202,4612096,924.7286987,488.4400024
1699434206,4614144,922.4286499,488.4400024
1699434214,4618240,928.5562134,487.8500061
1699434227,4624384,947.5825806,493.1499939
1699434249,4634624,968.5241699,495
1699434300,4659200,948.9524536,484.4899902
1699434318,4667392,931.602356,485.5499878
1699434331,4673536,915.8028564,482.1000061
1699434361,4687872,917.0563354,482.3200073
1699434374,4694016,912.4118652,484.4100037
1699434400,4706304,907.0289917,487.3599854
1699434404,4708352,907.7753906,490
1699434414,4712448,916.6072998,489.6199951
1699434426,4718592,910.0384521,490.3500061
1699434439,4724736,910.3718872,490.3599854
1699434444,4726784,899.9541016,490.3599854
1699434448,4728832,903.1958008,494.0899963
1699434487,4747264,928.6401367,497.1499939
1699434491,4749312,920.8574829,495.8900146
1699434496,4751360,915.7469482,493.9500122
1699434500,4753408,934.6749268,496.5100098
1699434508,4757504,951.2466431,499.3500061
1699434517,4761600,947.6888428,500.9899902
1699434530,4767744,957.8234863,500.6199951
1699434561,4782080,965.5548096,500
1699434565,4784128,965.2487183,500
1699434570,4786176,954.9716187,497.0799866
1699434574,4788224,959.8716431,497.8800049
1699434609,4804608,935.2584839,493.2999878
1699434648,4823040,952.6624146,494.8099976
1699434669,4833280,948.7984009,494.75
1699434704,4849664,1014.147583,502.3900146
1699434709,4851712,1010.696106,501.6099854
1699434721,4857856,1000.229065,498.730011
1699434769,4880384,949.9015503,477.0599976
1699434782,4886528,944.3711548,479.4599915
1699434795,4892672,932.4546509,478.8599854
1699434799,4894720,930.6795044,478.769989
1699434804,4896768,935.9122314,478.769989
1699434813,4900864,953.6014404,481.1400146
1699434847,4917248,960.0804443,488.7200012
1699434856,4921344,963.1289673,488.0299988
1699434865,4925440,972.9026489,490.8999939
1699434873,4929536,962.7486572,489.519989
1699434917,4950016,958.5553589,486.1700134
1699434951,4966400,989.1308594,491.5799866
1699434955,4968448,1004.095032,495.4400024
1699434977,4978688,1000.134583,493.6000061
1699435004,4990976,1044.422974,500
1699435038,5007360,1030.988281,500.1199951
1699435064,5019648,1048.907715,500
1699435069,5021696,1057.402344,500
1699435073,5023744,1061.997803,500
1699435077,5025792,1059.839233,499.9599915
1699435085,5029888,1071.951782,501.2600098
1699435108,5040128,1060.016357,498.6900024
1699435173,5070848,1047.483398,500
1699435190,5079040,1032.164063,494.3200073
1699435199,5083136,1026.152588,495
1699435216,5091328,1007.237976,495
1699435220,5093376,1009.834229,495
1699435229,5097472,1002.15448,494.1099854
1699435250,5107712,1006.273193,494.769989
1699435264,5113856,1006.155457,495
1699435272,5117952,1000.538635,492.5100098
1699435285,5124096,1035.758545,501.2999878
1699435289,5126144,1032.46875,501.2999878
1699435293,5128192,1026.915161,500.1900024
1699435337,5148672,1063.956909,500.8900146
1699435342,5150720,1073.033081,500
1699435350,5154816,1064.060669,496.4599915
1699435354,5156864,1074.477905,496.6900024
1699435358,5158912,1080.227295,496.6900024
1699435363,5160960,1094.261963,500
1699435380,5169152,1099.343262,499.6900024
1699435389,5173248,1095.556152,500
1699435402,5179392,1104.188965,497.7000122
1699435411,5183488,1112.668823,500.0799866
1699435419,5187584,1103.707275,500.0799866
1699435429,5191680,1104.286499,500
1699435468,5210112,1075.801392,495
1699435485,5218304,1085.986206,497.7999878
1699435494,5222400,1087.713501,495
1699435502,5226496,1074.324707,495
1699435511,5230592,1064.761597,495
1699435524,5236736,1053.754517,490.6600037
1699435537,5242880,1060.530396,490
1699435563,5255168,1071.100586,494.8999939
1699435568,5257216,1058.086182,493.769989
1699435585,5265408,1068.954956,495
1699435598,5271552,1062.610107,495
1699435611,5277696,1062.159058,495
1699435620,5281792,1079.457031,495
1699435642,5292032,1103.590942,500
1699435659,5300224,1099.13916,500.2099915
1699435672,5306368,1125.423584,501.230011
1699435676,5308416,1123.828857,501.230011
1699435681,5310464,1124.905029,501.230011
1699435685,5312512,1125.458374,500
1699435698,5318656,1125.13623,500
1699435715,5326848,1129.331055,500
1699435741,5339136,1138.761597,500
1699435746,5341184,1134.57959,500
1699435759,5347328,1136.94519,500.75
1699435794,5363712,1139.441895,500
1699435798,5365760,1135.046631,500
1699435816,5373952,1133.530396,500
1699435824,5378048,1132.965088,500
1699435829,5380096,1133.399658,500
1699435842,5386240,1140.709839,500
1699435846,5388288,1123.077148,499.019989
1699435855,5392384,1135.64624,500
1699435868,5398528,1128.933228,501.7900085
1699435873,5400576,1126.641724,500
1699435881,5404672,1136.407227,500
1699435907,5416960,1128.938721,500
1699435920,5423104,1135.981323,500
1699435933,5429248,1127.5896,499.0499878
1699435938,5431296,1130.309326,500
1699435955,5439488,1148.876343,500.980011
1699435981,5451776,1156.172485,500
1699436037,5478400,1164.963501,500.9500122
1699436958,5486592,1154.00647,499.1700134
1699453917,5490688,1161.641724,500
1699453940,5500928,1169.100464,500
1699453961,5511168,1174.622803,500
1699453977,5519360,1162.347534,498.8599854
1699454001,5529600,1129.435791,495.2000122
1699454019,5537792,1137.602783,500.4400024
1699454036,5545984,1113.56665,500
1699454049,5552128,1118.567505,500
1699454116,5582848,1158.338745,500
1699454159,5603328,1176.142822,499
1699454163,5605376,1180.497314,499
1699454167,5607424,1173.426025,499
1699454179,5613568,1163.661865,500
1699454184,5615616,1171.1521,500
1699454214,5625856,1181.533447,501.3099976
1699454306,5638144,1193.796753,501.2200012
1699454321,5640192,1182.224731,500.6300049
1699454338,5642240,1187.427612,500
1699454357,5644288,1185.225586,500
1699454375,5646336,1186.977173,500
1699454393,5648384,1184.027222,500
1699454414,5650432,1182.093384,500
1699454558,5666816,1204.979858,500
1699454968,5713920,1172.401978,500
1699454973,5715968,1171.66272,500
1699454976,5718016,1159.636597,500
1699455007,5732352,1136.485352,495.5299988
1699455054,5754880,1135.793335,495
1699455058,5756928,1135.072998,495
1699455062,5758976,1136.415527,495
1699455080,5767168,1124.033203,488.3200073
1699455114,5783552,1140.33667,494.4700012
1699455118,5785600,1149.318237,497.9700012
1699455131,5791744,1122.12207,488.4500122
1699455139,5795840,1116.586792,488.4500122
1699455143,5797888,1123.727905,488.4500122
1699455153,5801984,1139.11438,490
1699455220,5830656,1150.958618,495
1699455261,5836800,1157.381104,495
1699455288,5840896,1165.951904,498.4400024
1699455357,5851136,1171.902466,500
1699455394,5857280,1184.299683,500
1699455435,5863424,1185.517212,500
1699455556,5881856,1204.545898,500
1699455567,5883904,1195.025024,496.4500122
1699455629,5896192,1177.168701,494.3099976
1699455638,5900288,1178.900513,494.3099976
1699455642,5902336,1174.720825,495
1699455667,5914624,1162.253052,495
1699455680,5920768,1156.353271,495
1699455684,5922816,1159.521606,495
1699455705,5933056,1160.491211,495
1699455713,5937152,1179.942017,501.769989
1699455721,5941248,1173.507446,496.6199951
1699455735,5947392,1183.148315,497.3099976
1699455739,5949440,1181.287842,497.3099976
1699455774,5965824,1207.638428,500
1699455795,5976064,1184.217407,498.3099976
1699455805,5980160,1186.356445,498.3099976
1699455810,5982208,1188.55127,500
1699455814,5984256,1189.070313,500
1699455832,5992448,1173.66394,500.0100098
1699455864,6006784,1185.891724,500
1699455883,6014976,1184.141968,500
1699455895,6021120,1192.398682,500
1699455908,6027264,1200.939697,501.6900024
1699455942,6043648,1227.900757,503.3699951
1699455963,6053888,1221.473267,500
1699456018,6078464,1218.760376,500
1699456043,6088704,1221.116943,500
1699456052,6092800,1225.846313,500
1699456056,6094848,1227.57605,500
1699456069,6100992,1230.395386,500
1699456110,6121472,1230.615356,500
1699456134,6133760,1227.681519,500
1699456151,6141952,1212.788208,500
1699456172,6152192,1214.423706,500
1699456181,6156288,1209.968384,500
1699456191,6160384,1213.785767,500
1699456200,6164480,1215.04187,500
1699456208,6168576,1222.956177,500
1699456221,6174720,1209.558228,496.7200012
1699456226,6176768,1208.800659,496.7200012
1699456230,6178816,1209.320923,496.7200012
1699456244,6184960,1177.752075,492.5599976
1699456248,6187008,1194.837646,496.1799927
1699456252,6189056,1198.031982,496.1799927
1699456270,6197248,1190.366699,495
1699456278,6201344,1179.691895,495
1699456290,6207488,1157.410522,489.6300049
1699456294,6209536,1156.991455,489.6300049
1699456302,6213632,1158.564331,490
1699456306,6215680,1162.294922,490
1699456323,6223872,1190.375366,495.2399902
1699456331,6227968,1190.99646,495.2399902
1699456335,6230016,1193.247803,495
1699456339,6232064,1190.954956,495
1699456356,6240256,1202.378906,495
1699456364,6244352,1204.093628,495
1699456372,6248448,1208.91272,495
1699456385,6254592,1216.790649,495
1699456422,6273024,1235.057007,500
1699456434,6279168,1241.154297,500
1699456443,6283264,1247.203125,500
1699456451,6287360,1241.946289,500
1699456460,6291456,1247.313477,500
1699456468,6295552,1247.4198,500
1699456505,6313984,1249.498291,500
1699456522,6322176,1258.420898,500
1699456530,6326272,1257.611938,500
1699456543,6332416,1249.45813,500
1699456576,6348800,1242.812622,500
1699456592,6356992,1242.407349,500
1699456609,6365184,1248.241211,500
1699456633,6377472,1243.227905,500
1699456646,6383616,1250.059326,500
1699456662,6391808,1255.369995,500
1699456670,6395904,1254.299316,500
1699456686,6404096,1261.728271,500
1699456690,6406144,1262.270752,500
1699456719,6420480,1256.455811,500
1699456732,6426624,1257.911987,500
1699456736,6428672,1261.373657,500
1699456759,6438912,1257.37439,500
1699456772,6440960,1257.765991,500
1699456776,6443008,1258.582275,500
1699456784,6447104,1261.132324,500
1699456798,6453248,1260.146973,500
1699456818,6463488,1255.012573,500
1699456831,6469632,1257.92981,500
1699456836,6471680,1260.403442,500
1699456845,6475776,1256.796631,500
1699456873,6488064,1249.661377,500
1699456916,6508544,1252.349976,500
1699456945,6522880,1257.68811,500
1699456956,6529024,1264.682739,500
1699456961,6531072,1260.495361,500
1699456989,6545408,1258.492432,500
1699456993,6547456,1257.558228,500
1699456997,6549504,1257.479126,500
1699457001,6551552,1256.96521,500
1699457022,6561792,1263.337891,500
1699457035,6567936,1256.15564,499.0700073
1699457138,6615040,1258.243774,500
1699457142,6617088,1268.013306,500.9299927
1699457156,6623232,1266.112793,500
1699457165,6627328,1255.723022,496.1700134
1699457186,6637568,1265.765991,500
1699457198,6643712,1270.312744,500
1699457202,6645760,1271.311768,500
1699457210,6649856,1249.915405,493.25
1699457215,6651904,1267.878662,498.2200012
1699457243,6666240,1254.851074,495
1699457252,6670336,1238.783325,492.0799866
1699457259,6674432,1241.420898,495
1699457292,6690816,1231.303711,495
1699457296,6692864,1230.993896,495
1699457317,6703104,1256.485718,500
1699457321,6705152,1254.594482,500
1699457348,6717440,1254.045776,500
1699457357,6721536,1261.282715,500
1699457365,6725632,1270.116089,500
1699457373,6729728,1245.351074,493.4400024
1699457391,6737920,1263.731812,495
1699457403,6744064,1264.091553,495
1699457419,6752256,1261.330078,495
1699457446,6764544,1250.385254,493.4700012
1699457458,6770688,1244.427856,495
1699457462,6772736,1243.750977,495
1699457467,6774784,1242.836914,495
1699457492,6787072,1254.603271,500
1699457526,6803456,1260.259888,501.7999878
1699457542,6811648,1262.094971,501.5299988
1699457550,6815744,1256.665283,501.5299988
1699457555,6817792,1264.994019,501.769989
1699457559,6819840,1263.698242,501.769989
1699457598,6828032,1259.598755,500
1699457619,6838272,1259.282959,500
1699457649,6852608,1260.602417,500
1699457666,6860800,1262.952759,500
1699457683,6868992,1260.491821,500
1699457688,6871040,1257.862793,500
1699457700,6877184,1257.879761,500
1699457717,6885376,1261.400146,498.3500061
1699457726,6889472,1267.264038,498.3500061
1699457752,6901760,1274.934082,500
1699457765,6907904,1277.490723,500
1699457774,6912000,1278.621094,500
1699457782,6916096,1283.251343,500
1699457791,6920192,1291.524414,500
1699457803,6926336,1294.024414,500
1699457812,6930432,1292.458862,500
1699457824,6936576,1288.997559,498.0799866
1699457841,6944768,1291.618286,500
1699457849,6948864,1294.850708,500
1699457874,6961152,1294.379272,500
1699457894,6971392,1294.017944,500
1699457898,6973440,1296.202271,500
1699457915,6981632,1311.424561,503.5700073
1699457945,6995968,1302.429688,500
1699457981,7012352,1299.738525,500
1699457994,7018496,1298.802856,500
1699458008,7024640,1297.533325,500
1699458013,7026688,1298.549683,500
1699458026,7032832,1298.391357,500
1699458050,7043072,1297.151855,500
1699458076,7055360,1305.579468,502.9100037
1699458080,7057408,1305.038696,502.9100037
1699458100,7065600,1298.297119,500
1699458119,7069696,1295.761841,500
1699458145,7081984,1296.093628,500
1699458149,7084032,1296.551758,500
1699458157,7088128,1300.988281,500
1699458174,7096320,1300.269409,500
1699458204,7110656,1304.874878,500
1699458230,7122944,1311.112549,500
1699458243,7129088,1309.284546,500
1699458270,7141376,1307.675781,500
1699458304,7157760,1311.033325,500
1699458318,7163904,1294.058228,496.980011
1699458329,7168000,1292.444702,496.980011
1699458334,7170048,1286.990234,496.980011
1699458357,7180288,1295.096558,500
1699458361,7182336,1295.06311,500
1699458365,7184384,1297.01062,500
1699458373,7188480,1295.494385,500
1699458382,7192576,1295.836548,500
1699458386,7194624,1296.42981,500
1699458394,7198720,1298.992065,500
1699458415,7208960,1299.369019,500
1699458455,7229440,1306.980469,500
1699458460,7231488,1307.572388,500
1699458480,7241728,1308.439819,500
1699458488,7245824,1309.204468,500
1699458492,7247872,1308.590576,500
1699458508,7256064,1302.825684,500
1699458513,7258112,1299.918091,500
1699458536,7266304,1299.956665,500
1699458563,7270400,1310.71814,500
1699458642,7282688,1276.987427,491.5
1699458655,7284736,1263.407715,487.8399963
1699458696,7290880,1254.131958,485
1699458742,7299072,1232.429077,479.3999939
1699458764,7309312,1228.776367,477
